,Unnamed: 0,City Code,City,Average share of the built-up area of cities that is open space for public use for all (%) [a],Average share of urban population with convenient access to open public spaces (%) [b],Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Happiness_Score,Cost_of_Living_Index,Healthcare_Index,Absolute value in thousands,Urban population as percentage of total population,Economy,Country,Employment_to_Population_Ratio
192,192,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,8523.492,59.2793,688,armenia,54.828
193,193,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,NOT APPLICABLE,NOT APPLICABLE,891,armenia,54.828
194,194,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,111.317,61.74472,690,armenia,54.828
195,195,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,10105.188,47.84876,694,armenia,54.828
196,196,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,6251.988,100,702,armenia,54.828
197,197,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,44.946,100,534,armenia,54.828
198,198,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,5555.114,55.63947,703,armenia,54.828
199,199,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,2105.945,58.81146,705,armenia,54.828
200,200,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,856.264,29.11597,90,armenia,54.828
201,201,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,22316.857,52.14413,706,armenia,54.828
202,202,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,64659.278,72.06496,710,armenia,54.828
203,203,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,12570.402,24.13075,728,armenia,54.828
204,204,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,47076.573,83.31267,724,armenia,54.828
205,205,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,22186.97,21.08539,144,armenia,54.828
206,206,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,6256.949,79.70663,275,armenia,54.828
207,207,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,56997.099,39.70476,729,armenia,54.828
208,208,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,NOT APPLICABLE,NOT APPLICABLE,736,armenia,54.828
209,209,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,659.508,67.61506,740,armenia,54.828
210,210,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,11007.228,90.26568,752,armenia,54.828
211,211,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,9184.728,75.09923,757,armenia,54.828
212,212,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,41.03,15.49929,438,armenia,54.828
213,213,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,9143.698,75.36667,756,armenia,54.828
214,214,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,29824.735,61.72195,760,armenia,54.828
215,215,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,11421.43,30.7691,762,armenia,54.828
216,216,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,81885.304,42.44705,834,armenia,54.828
217,217,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,72060.018,58.41992,764,armenia,54.828
218,218,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1495.081,35.21731,626,armenia,54.828
219,219,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,10558.178,48.59889,768,armenia,54.828
220,220,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,2.046,0,772,armenia,54.828
221,221,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,114.124,23.82388,776,armenia,54.828
222,222,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1547.69,54.80028,780,armenia,54.828
223,223,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,13100.768,72.98457,788,armenia,54.828
224,224,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,88879.698,80.24673,792,armenia,54.828
225,225,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,7034.758,57.87813,795,armenia,54.828
226,226,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,48.538,95.3116,796,armenia,54.828
227,227,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,11.917,70.48587,798,armenia,54.828
228,228,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,58380.262,31.19313,800,armenia,54.828
229,229,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,38295.429,71.69059,804,armenia,54.828
230,230,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,NOT APPLICABLE,NOT APPLICABLE,810,armenia,54.828
231,231,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,10004.319,89.24167,784,armenia,54.828
232,232,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,69445.756,86.10306,926,armenia,54.828
233,233,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,184.188,32.19412,830,armenia,54.828
234,234,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,85.798,55.39739,833,armenia,54.828
235,235,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,69175.77,86.28468,826,armenia,54.828
236,236,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,355515.442,84.94452,842,armenia,54.828
237,237,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,355422.023,84.94142,841,armenia,54.828
238,238,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,3259.722,93.97406,630,armenia,54.828
239,239,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,352162.301,84.85781,840,armenia,54.828
240,240,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,93.419,96.75245,850,armenia,54.828
241,241,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,3423.372,96.29842,858,armenia,54.828
242,242,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,38313.228,51.76785,860,armenia,54.828
243,243,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,391.135,27.39721,548,armenia,54.828
244,244,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,32027.461,89.04014,862,armenia,54.828
245,245,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,102699.905,44.45468,704,armenia,54.828
246,246,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,11.229,0,876,armenia,54.828
247,247,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,662.726,87.83099,732,armenia,54.828
248,248,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,39923.245,44.3563,887,armenia,54.828
249,249,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,NOT APPLICABLE,NOT APPLICABLE,720,armenia,54.828
250,250,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,NOT APPLICABLE,NOT APPLICABLE,890,armenia,54.828
251,251,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,24676.417,50.47801,894,armenia,54.828
252,252,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,19179.393,34.23759,716,armenia,54.828
253,253,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,8546141.335,60.22361,0,armenia,54.828
254,254,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1709226.962,48.45754,5100,armenia,54.828
255,255,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,293320.809,55.09464,5110,armenia,54.828
256,256,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1415906.153,47.08259,5120,armenia,54.828
257,257,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,572961.22,34.32624,5121,armenia,54.828
258,258,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,248263.711,56.02931,5122,armenia,54.828
259,259,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,74349.536,69.73205,5123,armenia,54.828
260,260,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,520331.686,53.62413,5124,armenia,54.828
261,261,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1089752.455,83.91752,5200,armenia,54.828
262,262,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,396649.647,84.73392,5210,armenia,54.828
263,263,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,693102.808,83.45031,5220,armenia,54.828
264,264,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,41997.23,74.19676,5221,armenia,54.828
265,265,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,191251.974,78.18547,5222,armenia,54.828
266,266,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,459853.604,86.48504,5223,armenia,54.828
267,267,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,4957495.637,56.42435,5300,armenia,54.828
268,268,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,85333.015,50.55786,5330,armenia,54.828
269,269,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1647993.907,72.80611,5350,armenia,54.828
270,270,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,724664.454,55.63849,5320,armenia,54.828
271,271,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,2173354.46,41.72529,5340,armenia,54.828
272,272,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,326149.801,74.88008,5400,armenia,54.828
273,273,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,740454.271,77.46164,5410,armenia,54.828
274,274,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,281836.359,72.19918,5420,armenia,54.828
275,275,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,109132.839,85.02114,5430,armenia,54.828
276,276,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,149821.161,75.43768,5440,armenia,54.828
277,277,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,199663.912,82.27671,5500,armenia,54.828
278,278,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,49212.01,67.56317,5600,armenia,54.828
279,279,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,5006707.647,56.53384,5702,armenia,54.828
280,280,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1136758.056,80.00202,5706,armenia,54.828
281,281,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1170456.14,80.22243,5703,armenia,54.828
282,282,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,2258687.475,42.05899,5704,armenia,54.828
283,283,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,2372658.361,67.56272,5705,armenia,54.828
284,284,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,619470.61,65.51163,1400,armenia,54.828
285,285,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,7195399.366,56.23261,1410,armenia,54.828
286,286,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1709226.962,48.45754,1420,armenia,54.828
287,287,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,693102.808,83.45031,1460,armenia,54.828
288,288,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,4793069.596,55.06941,1430,armenia,54.828
289,289,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,4777555.67,55.17057,1450,armenia,54.828
290,290,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,15513.926,23.9155,1500,armenia,54.828
291,291,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1350396.107,81.48708,1520,armenia,54.828
292,292,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,396649.647,84.73392,1560,armenia,54.828
293,293,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,213638.051,89.38903,1530,armenia,54.828
294,294,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,179939.967,89.71327,1550,armenia,54.828
295,295,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,33698.084,87.65768,1540,armenia,54.828
296,296,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,740108.409,77.46603,1600,armenia,54.828
297,297,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,5779793.46,52.70736,1601,armenia,54.828
298,298,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,5852957.088,59.85641,1610,armenia,54.828
299,299,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1342442.278,40.43309,1612,armenia,54.828
300,300,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,392026.279,39.36428,1614,armenia,54.828
301,301,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,933979.563,40.56047,1615,armenia,54.828
302,302,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,16436.436,58.68674,1620,armenia,54.828
303,303,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,670466.96,35.05687,1640,armenia,54.828
304,304,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,75073.359,62.64931,2623,armenia,54.828
305,305,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1326097.214,39.37579,2622,armenia,54.828
306,306,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,3364258.044,48.60618,2621,armenia,54.828
307,307,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,2504011.804,75.39309,2711,armenia,54.828
308,308,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,3360600.973,58.42563,3412,armenia,54.828
309,309,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,445908.39,77.40921,3916,armenia,54.828
310,310,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,5074190.42,65.58218,3919,armenia,54.828
311,311,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,6864175.22,55.25699,3905,armenia,54.828
312,312,AM_YEREVAN,Yerevan,19.8,47.2,May,2030,60,Medium,40,85,5.8,50,68,1413076.243,83.25935,1,armenia,54.828
313,313,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,NOT APPLICABLE,NOT APPLICABLE,4,australia,63.96
314,314,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,50330.837,29.58893,8,australia,63.96
315,315,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,2789.599,69.4836,12,australia,63.96
316,316,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,49787.283,78.30825,16,australia,63.96
317,317,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,41.142,87.80163,20,australia,63.96
318,318,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,81.528,87.81252,24,australia,63.96
319,319,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,44911.664,72.54636,660,australia,63.96
320,320,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,16.055,100,28,australia,63.96
321,321,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,97.51,24.7871,32,australia,63.96
322,322,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,47678.56,93.24918,51,australia,63.96
323,323,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,2759.528,65.54835,533,australia,63.96
324,324,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,104.924,46.1523,36,australia,63.96
325,325,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,28202.414,87.62312,40,australia,63.96
326,326,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,9054.576,61.83148,31,australia,63.96
327,327,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,10711.138,60.77914,44,australia,63.96
328,328,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,429.846,84.72253,48,australia,63.96
329,329,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,1574.679,90.82824,50,australia,63.96
330,330,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,184424.144,45.63354,52,australia,63.96
331,331,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,283.082,32.77197,112,australia,63.96
332,332,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,9206.17,83.27537,56,australia,63.96
333,333,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,11873.46,98.41559,84,australia,63.96
334,334,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,450.428,48.58791,204,australia,63.96
335,335,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,16393.827,54.13784,60,australia,63.96
336,336,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,62.806,100,64,australia,63.96
337,337,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,821.498,48.58306,68,australia,63.96
338,338,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,13625.507,73.72129,535,australia,63.96
339,339,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,27.904,76.50865,70,australia,63.96
340,340,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,3111.789,53.56988,72,australia,63.96
341,341,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,2972.271,76.82219,76,australia,63.96
342,342,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,223908.968,89.27756,92,australia,63.96
343,343,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,32.995,52.78715,96,australia,63.96
344,344,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,473.312,81.09262,100,australia,63.96
345,345,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,6290.166,79.02942,854,australia,63.96
346,346,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,27523.563,37.11521,108,australia,63.96
347,347,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,15800.53,17.59775,132,australia,63.96
348,348,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,638.84,70.85149,116,australia,63.96
349,349,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,18084.248,29.03399,120,australia,63.96
350,350,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,34051.103,63.24237,124,australia,63.96
351,351,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,41008.596,82.87756,136,australia,63.96
352,352,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,72.865,100,140,australia,63.96
353,353,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,7104.274,47.6457,148,australia,63.96
354,354,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,22460.393,27.11687,152,australia,63.96
355,355,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,19933.769,88.83862,156,australia,63.96
356,356,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,1415605.906,70.62589,344,australia,63.96
357,357,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,7485.887,100,446,australia,63.96
358,358,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,763.371,100,158,australia,63.96
359,359,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,24027.999,82.40642,170,australia,63.96
360,360,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,54129.764,84.32281,174,australia,63.96
361,361,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,959.412,32.52299,178,australia,63.96
362,362,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,7114.987,72.28031,180,australia,63.96
363,363,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,127582.053,51.76184,184,australia,63.96
364,364,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,17.253,77.83999,188,australia,63.96
365,365,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,5432.243,85.78813,384,australia,63.96
366,366,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,34211.272,56.72972,191,australia,63.96
367,367,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,3850.14,61.45374,192,australia,63.96
368,368,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,11016.041,78.70167,531,australia,63.96
369,369,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,197.829,89.33031,196,australia,63.96
370,370,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,965.922,68.06725,203,australia,63.96
371,371,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,10515.199,76.07274,200,australia,63.96
372,372,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,NOT APPLICABLE,NOT APPLICABLE,208,australia,63.96
373,373,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,6104.474,89.44563,262,australia,63.96
374,374,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,1247.129,79.96937,212,australia,63.96
375,375,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,74.988,74.15489,214,australia,63.96
376,376,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,11982.523,87.76487,218,australia,63.96
377,377,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,19486.952,66.73212,818,australia,63.96
378,378,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,125151.725,44.77278,222,australia,63.96
379,379,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,6554.224,79.15255,226,australia,63.96
380,380,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,1999.678,77.20733,232,australia,63.96
381,381,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,4283.355,47.78627,233,australia,63.96
382,382,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,1289.441,71.42056,748,australia,63.96
383,383,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,1305.985,26.53467,231,australia,63.96
384,384,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,149296.378,26.85552,230,australia,63.96
385,385,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,NOT APPLICABLE,NOT APPLICABLE,238,australia,63.96
386,386,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,3.869,82.01709,234,australia,63.96
387,387,AU_SYDNEY,Sydney,13.5,33.4,April,2030,60,Low,45,30,8.3,110,94,54.583,44.77116,242,australia,63.96
